Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-10-06,47.89,47.89,47.3,47.49,3963440.0,0.0,1.0,47.89,47.89,47.3,47.49,3963440.0
2017-10-09,47.63,47.72,46.58,47.07,2235611.0,0.0,1.0,47.63,47.72,46.58,47.07,2235611.0
2017-10-10,47.28,47.45,46.58,46.89,3578552.0,0.0,1.0,47.28,47.45,46.58,46.89,3578552.0
2017-10-11,46.72,47.0,46.21,46.94,2727964.0,0.0,1.0,46.72,47.0,46.21,46.94,2727964.0
2017-10-12,46.95,47.77,46.8,47.53,2847149.0,0.0,1.0,46.95,47.77,46.8,47.53,2847149.0
2017-10-13,48.32,48.6299,47.6,47.71,3275773.0,0.0,1.0,48.32,48.6299,47.6,47.71,3275773.0
2017-10-16,48.0,48.93,47.48,48.24,4674758.0,0.0,1.0,48.0,48.93,47.48,48.24,4674758.0
2017-10-17,48.65,48.72,47.42,47.77,3955418.0,0.0,1.0,48.65,48.72,47.42,47.77,3955418.0
2017-10-18,47.38,47.84,46.51,47.75,4606081.0,0.0,1.0,47.38,47.84,46.51,47.75,4606081.0
2017-10-19,46.5,47.74,46.01,46.54,5876010.0,0.0,1.0,46.5,47.74,46.01,46.54,5876010.0
2017-10-20,47.13,48.13,47.06,47.93,4204274.0,0.0,1.0,47.13,48.13,47.06,47.93,4204274.0
2017-10-23,48.04,48.56,47.83,47.93,4019535.0,0.0,1.0,48.04,48.56,47.83,47.93,4019535.0
2017-10-24,48.13,50.31,48.06,50.08,6692106.0,0.0,1.0,48.13,50.31,48.06,50.08,6692106.0
2017-10-25,49.73,49.8799,48.51,49.55,3108193.0,0.0,1.0,49.73,49.8799,48.51,49.55,3108193.0
2017-10-26,49.52,49.73,48.52,49.15,3463408.0,0.0,1.0,49.52,49.73,48.52,49.15,3463408.0
2017-10-27,47.835,48.25,47.01,47.91,3854884.0,0.0,1.0,47.835,48.25,47.01,47.91,3854884.0
2017-10-30,47.75,48.38,47.37,47.42,2068082.0,0.0,1.0,47.75,48.38,47.37,47.42,2068082.0
2017-10-31,47.15,48.07,46.38,47.78,2717532.0,0.0,1.0,47.15,48.07,46.38,47.78,2717532.0
2017-11-01,48.91,49.27,47.45,47.7,3174620.0,0.0,1.0,48.91,49.27,47.45,47.7,3174620.0
2017-11-02,47.68,47.7671,47.07,47.46,2057632.0,0.0,1.0,47.68,47.7671,47.07,47.46,2057632.0
2017-11-03,47.25,47.43,46.71,47.12,1837775.0,0.0,1.0,47.25,47.43,46.71,47.12,1837775.0
2017-11-06,47.2,47.68,46.53,47.29,1725268.0,0.0,1.0,47.2,47.68,46.53,47.29,1725268.0
2017-11-07,47.11,47.2042,46.54,46.97,2163621.0,0.0,1.0,47.11,47.2042,46.54,46.97,2163621.0
2017-11-09,44.71,44.71,43.11,43.33,7661245.0,0.0,1.0,44.71,44.71,43.11,43.33,7661245.0
2017-11-10,42.93,44.46,42.75,43.01,4441527.0,0.0,1.0,42.93,44.46,42.75,43.01,4441527.0
2017-11-13,42.7,43.87,42.55,43.13,3162683.0,0.0,1.0,42.7,43.87,42.55,43.13,3162683.0
2017-11-14,42.9,42.9,40.62,41.87,8095739.0,0.0,1.0,42.9,42.9,40.62,41.87,8095739.0
2017-11-15,41.27,42.37,40.73,42.21,4726434.0,0.0,1.0,41.27,42.37,40.73,42.21,4726434.0
2017-11-16,42.68,43.08,42.06,42.3,3328098.0,0.0,1.0,42.68,43.08,42.06,42.3,3328098.0
2017-11-17,42.0,43.6,42.0,43.4,3569042.0,0.0,1.0,42.0,43.6,42.0,43.4,3569042.0
2017-11-20,42.29,42.55,41.75,42.21,4844213.0,0.0,1.0,42.29,42.55,41.75,42.21,4844213.0
2017-11-21,42.73,42.73,40.22,41.39,6257368.0,0.0,1.0,42.73,42.73,40.22,41.39,6257368.0
2017-11-22,41.84,42.68,41.775,42.64,3252334.0,0.0,1.0,41.84,42.68,41.775,42.64,3252334.0
2017-11-24,42.8,42.9,42.09,42.21,1306136.0,0.0,1.0,42.8,42.9,42.09,42.21,1306136.0
